occupation_code,occupation_name,ksa_id,ksa_type,ksa_unit_name,ksa_definition,subcategory,related_tasks,semantic_cluster_id
4-13-02-04,电影洗印员,K002,Knowledge,化学冲洗工艺,掌握显影、定影、水洗等化学步骤的配比、温度控制及时间参数对成像质量的影响。,Procedural,T002|T006,CL5308
4-13-02-04,电影洗印员,K003,Knowledge,色彩管理策略,制定并执行色彩校正方案，平衡胶片特性与最终放映效果的艺术与商业目标。,Strategic,T004|T009,CL5309
4-13-02-04,电影洗印员,S001,Skill,药液配制技术,能够精确称量化学试剂，按标准程序配制不同浓度的冲洗药液。,Technical,T001|T008,CL5310
4-13-02-04,电影洗印员,S002,Skill,设备操作技能,熟练操控洗印机、配药机及辅助设备，处理卡带、换卷等物理操作。,Interpersonal,T002|T003,CL1830
4-13-02-04,电影洗印员,S003,Skill,质量诊断思维,通过观察胶片影像特征，快速诊断冲洗缺陷并调整工艺参数。,Cognitive,T005|T004,CL5311
4-13-02-04,电影洗印员,A001,Ability,色彩辨别能力,具备敏锐的色觉，能准确区分胶片上的细微色差与灰雾度变化。,Cognitive,T005|T004,CL5312
4-13-02-04,电影洗印员,A002,Ability,精细手部操作,能够进行高精度的物理连接、药液倾倒及胶片搬运，避免物理损伤。,Physical,T003|T006,CL0026
4-13-02-04,电影洗印员,A003,Ability,职业责任感,对胶片档案的完整性与安全性保持高度警觉，确保无数据丢失或损坏。,Social,T007|T010,CL0027
4-13-02-05,电影放映员,K001,Knowledge,Digital Projection Standards,"Declarative knowledge of DCI specifications, file formats, and color grading standards required for modern cinema.",Declarative,T001|T004,CL5313
4-13-02-05,电影放映员,K002,Knowledge,Equipment Maintenance Procedures,"Procedural knowledge of cleaning lenses, replacing lamps, and calibrating audio-visual systems.",Procedural,T002|T008,CL0642
4-13-02-05,电影放映员,K003,Knowledge,Crisis Management Protocols,Strategic knowledge of emergency evacuation procedures and equipment failure contingency planning.,Strategic,T005,CL5314
4-13-02-05,电影放映员,S001,Skill,Technical Troubleshooting,Skill in diagnosing and resolving hardware and software malfunctions in real-time.,Technical,T002|T001,CL0826
4-13-02-05,电影放映员,S002,Skill,Audience Service Interaction,Skill in communicating effectively with patrons to resolve complaints and ensure satisfaction.,Interpersonal,T003|T007,CL5315
4-13-02-05,电影放映员,S003,Skill,Operational Monitoring,Cognitive skill in continuously observing system metrics and audio-visual output for anomalies.,Cognitive,T001|T004,CL1011
4-13-02-05,电影放映员,A001,Ability,Situational Awareness,Cognitive ability to maintain focus on multiple technical parameters and audience needs simultaneously.,Cognitive,T003|T005,CL0895
4-13-02-05,电影放映员,A002,Ability,Manual Dexterity,Physical ability to handle delicate optical components and perform precise mechanical adjustments.,Physical,T002|T008,CL0247
4-13-02-05,电影放映员,A003,Ability,Ethical Responsibility,Social ability to uphold safety standards and trustworthiness in managing public entertainment spaces.,Social,T005|T003,CL0684
4-13-02-06,音响调音员,K001,Knowledge,声学基础理论,掌握声音传播、反射、吸收及混响时间等物理声学原理，用于理解空间声学特性。,Declarative,T001|T004,CL5316
4-13-02-06,音响调音员,K002,Knowledge,音响系统操作规范,熟悉各类调音台、功放、音箱及信号处理器的连接逻辑与标准操作流程。,Procedural,T003|T006,CL5317
4-13-02-06,音响调音员,K003,Knowledge,音乐风格与审美,理解不同音乐流派的动态范围、频率特性及情感表达需求，以指导调音决策。,Strategic,T002|T005,CL5318
4-13-02-06,音响调音员,S001,Skill,设备调试技能,能够熟练运用专业软件与硬件工具，对音响系统进行精确的参数设置与校准。,Technical,T001|T006,CL5319
4-13-02-06,音响调音员,S002,Skill,团队沟通协作,能够清晰表达技术需求，协调灯光、舞台及表演团队，确保演出流程顺畅。,Interpersonal,T005,CL4777
4-13-02-06,音响调音员,S003,Skill,故障诊断思维,运用逻辑推理快速定位信号中断或失真原因，并制定有效修复方案。,Cognitive,T003,CL4615
4-13-02-06,音响调音员,A001,Ability,听觉敏锐度,具备区分细微频率差异、相位问题及动态变化的生理听觉能力。,Cognitive,T002,CL2841
4-13-02-06,音响调音员,A002,Ability,设备搬运与安装,具备搬运重型音响器材、布设线缆及进行物理安装的身体力量与操作灵活性。,Physical,T004|T007,CL5320
4-13-02-06,音响调音员,A003,Ability,现场应变决策,在突发设备故障或演出事故中，保持冷静并迅速做出最优技术调整决策。,Social,T003|T005,CL5321
4-13-02-07,照明工,K001,Knowledge,光学与照明技术原理,掌握光的物理特性、色温、照度标准及灯具光学分布规律的基础理论知识。,Declarative,T001|T002|T004,CL5322
4-13-02-07,照明工,K002,Knowledge,设备安装与调试流程,熟悉灯具安装规范、电路连接标准及调光系统操作的具体步骤与规程。,Procedural,T001|T002|T007,CL5323
4-13-02-07,照明工,K003,Knowledge,灯光艺术创作策略,理解如何通过光影组合、色彩搭配营造特定氛围与叙事效果的宏观设计逻辑。,Strategic,T003|T005,CL5324
4-13-02-07,照明工,S001,Skill,灯具物理安装技能,能够熟练运用工具进行灯具的固定、布线及机械结构组装的实操能力。,Technical,T001|T004,CL5325
4-13-02-07,照明工,S002,Skill,客户需求沟通技能,能够准确理解客户意图，并通过语言或演示有效传达设计方案的能力。,Interpersonal,T006|T009,CL4061
4-13-02-07,照明工,S003,Skill,视觉审美判断技能,在复杂光效中识别色彩偏差、亮度失衡及艺术表现力不足并即时修正的能力。,Cognitive,T002|T003|T005,CL2968
4-13-02-07,照明工,A001,Ability,空间视觉构建能力,在三维空间中预判光线投射效果、阴影分布及视觉焦点的心理模拟能力。,Cognitive,T003|T005,CL5326
4-13-02-07,照明工,A002,Ability,精细手部操作能力,在狭窄空间或高空环境下进行精细接线、固定及调试的肢体协调性。,Physical,T001|T004|T007,CL2137
4-13-02-07,照明工,A003,Ability,创意发散与整合能力,将抽象的艺术概念转化为具体可执行的灯光技术方案并灵活调整的创新思维。,Social,T003|T006,CL5327
4-13-02-08,影视服装员,K001,Knowledge,服装史与戏剧服装知识,掌握不同历史时期服装演变规律及戏剧表演对服装的特殊要求。,Declarative,T004|T001,CL5328
4-13-02-08,影视服装员,K002,Knowledge,面料特性与制作工艺,熟悉各类面料的物理属性、染色工艺及服装制作流程。,Procedural,T005|T001,CL5329
4-13-02-08,影视服装员,K003,Knowledge,影视服装配置管理策略,理解拍摄周期、预算限制与服装调度之间的战略平衡关系。,Strategic,T002|T006,CL5330
4-13-02-08,影视服装员,S001,Skill,服装设计与制作技能,能够独立完成从图纸到成衣的裁剪、缝制与修饰技术。,Technical,T001|T005,CL5331
4-13-02-08,影视服装员,S002,Skill,多方沟通与协调技能,能够与导演、演员及制片方有效沟通，准确理解并执行服装需求。,Interpersonal,T003|T009,CL0789
4-13-02-08,影视服装员,S003,Skill,审美判断与风格分析技能,具备敏锐的视觉审美能力，能分析角色性格并匹配相应服装风格。,Cognitive,T001|T004,CL5332
4-13-02-08,影视服装员,A001,Ability,细节观察与识别能力,能够敏锐发现面料瑕疵、缝制问题及历史细节偏差。,Cognitive,T005|T007,CL5333
4-13-02-08,影视服装员,A002,Ability,精细手部操作能力,具备长时间进行缝纫、整理及细节处理的手部灵活性与耐力。,Physical,T001|T005,CL2137
4-13-02-08,影视服装员,A003,Ability,人际信任构建能力,能够在高压拍摄环境下建立与演员及剧组的信任关系，确保配合顺畅。,Social,T003|T009,CL2962
4-13-02-09,电视摄像员,K001,Knowledge,光学成像原理,理解镜头焦距、光圈、快门速度及传感器特性对画面成像的物理影响。,Declarative,T001|T007,CL2963
4-13-02-09,电视摄像员,K002,Knowledge,摄像设备操作规范,掌握各类摄像机、稳定器及灯光设备的启动、调试、故障排除及维护流程。,Procedural,T001|T005,CL5334
4-13-02-09,电视摄像员,K003,Knowledge,视听语言叙事策略,掌握如何通过镜头运动、景别切换及光影变化来构建叙事逻辑与情感张力。,Strategic,T002|T003,CL5335
4-13-02-09,电视摄像员,S001,Skill,手持运镜技术,熟练运用身体动作控制摄像机进行推拉摇移，保持画面稳定与流畅。,Technical,T001|T003,CL5336
4-13-02-09,电视摄像员,S002,Skill,现场沟通协作,在高压拍摄环境下，通过语言与非语言方式与导演、灯光师及被摄对象高效互动。,Interpersonal,T006|T009,CL5337
4-13-02-09,电视摄像员,S003,Skill,视觉审美判断,在瞬间决策中识别并选择最具表现力的构图、光线与色彩组合。,Cognitive,T002|T007,CL3164
4-13-02-09,电视摄像员,A001,Ability,动态视觉捕捉,在快速变化的场景中，凭借直觉迅速锁定关键视觉焦点并做出反应。,Cognitive,T003|T007,CL5338
4-13-02-09,电视摄像员,A002,Ability,肢体协调与耐力,具备长时间负重持机、快速移动及保持特定姿势的生理能力。,Physical,T001|T005,CL2970
4-13-02-09,电视摄像员,A003,Ability,情境感知与应变,敏锐感知现场氛围变化，并灵活调整拍摄策略以适应突发状况。,Social,T006|T009,CL5339
4-13-03-01,考古探掘工,K001,Knowledge,地层学原理,理解地层堆积规律、年代序列及地质变迁对探掘的影响。,Declarative,T001|T003,CL5340
4-13-03-01,考古探掘工,K002,Knowledge,探掘技术规范,掌握探掘工具使用、地层剥离顺序及文物保护操作标准。,Procedural,T001|T004,CL5341
4-13-03-01,考古探掘工,K003,Knowledge,考古现场决策策略,根据现场突发状况调整探掘方案，平衡效率与文物安全。,Strategic,T003|T006,CL5342
4-13-03-01,考古探掘工,S001,Skill,精细探掘操作,熟练运用工具进行地层剥离与文物提取，确保无损。,Technical,T001|T004,CL5343
4-13-03-01,考古探掘工,S002,Skill,现场沟通协作,与团队成员及专家有效沟通，协调作业流程与安全。,Interpersonal,T006|T008,CL5337
4-13-03-01,考古探掘工,S003,Skill,数据记录与绘图,准确绘制地层剖面图、记录发掘数据并编制技术文档。,Cognitive,T002|T005,CL5344
4-13-03-01,考古探掘工,A001,Ability,敏锐观察力,在复杂地层中快速识别细微文物痕迹与异常地质结构。,Cognitive,T003|T006,CL3129
4-13-03-01,考古探掘工,A002,Ability,精细手部操作,具备长时间保持手部稳定与精细控制的能力，防止文物受损。,Physical,T001|T004,CL0026
4-13-03-01,考古探掘工,A003,Ability,职业耐心与专注,在枯燥重复的探掘工作中保持高度专注，确保持续作业质量。,Social,T002|T008,CL5166
4-13-03-02,文物修复师,K001,Knowledge,Material Science and Chemistry,"Declarative knowledge regarding the chemical composition, degradation mechanisms, and physical properties of various cultural heritage materials.",Declarative,T001|T005,CL5345
4-13-03-02,文物修复师,K002,Knowledge,Conservation Methodologies,"Procedural knowledge of specific techniques, tools, and step-by-step protocols for cleaning, stabilizing, and reconstructing artifacts.",Procedural,T002|T005,CL5346
4-13-03-02,文物修复师,K003,Knowledge,Ethical Frameworks and Historical Context,"Strategic understanding of conservation ethics, historical authenticity, and the cultural significance of artifacts to guide decision-making.",Strategic,T003|T007,CL5347
