Occupation Code / 职业代码,Occupation Name / 职业名称,Task ID / 任务编号,Task Description (CN) / 任务描述 (中文),Weight Category / 权重类别,Weight Percentage / 权重百分比,Substitutivity (0-1) / 替代性 (0-1 分制),Augmentation (0-1) / 增强性 (0-1 分制),Complementarity (0-1) / 互补性 (0-1 分制),Substitutivity (1-5) / 替代性 (1-5 分制),Augmentation (1-5) / 增强性 (1-5 分制),Complementarity (1-5) / 互补性 (1-5 分制)
,药物检验员,T008,整理归档检验原始记录与电子数据,Secondary,0.1,0.7,0.9,0.3,4,5,2
,药物检验员,T009,协助新员工进行实验室安全规范培训,Ancillary,0.05,0.2,0.4,0.8,2,3,4
,药物检验员,T010,执行实验室废弃物分类与无害化处理,Ancillary,0.05,0.3,0.5,0.7,2,3,4
,机动车检测工,T001,操作机动车检测设备进行性能测试,Primary,0.12,0.35,0.85,0.65,2,4,4
,机动车检测工,T002,诊断车辆排放系统故障原因,Primary,0.12,0.4,0.75,0.6,3,4,3
,机动车检测工,T003,执行车辆制动与灯光系统检测,Primary,0.12,0.3,0.8,0.7,2,4,4
,机动车检测工,T004,解读检测数据并判定车辆合格状态,Primary,0.12,0.55,0.7,0.5,3,4,3
,机动车检测工,T005,维护与校准机动车检测仪器,Primary,0.12,0.25,0.6,0.75,2,3,4
,机动车检测工,T006,向车主解释检测结果与整改建议,Secondary,0.1,0.7,0.65,0.4,4,4,3
,机动车检测工,T007,记录并归档车辆检测原始数据,Secondary,0.1,0.9,0.95,0.2,5,5,2
,机动车检测工,T008,协助车主进行车辆预处理与引导,Secondary,0.1,0.6,0.5,0.55,3,3,3
,机动车检测工,T009,整理检测室安全与卫生环境,Ancillary,0.05,0.4,0.3,0.3,3,2,2
,机动车检测工,T010,查阅最新排放标准法规文件,Ancillary,0.05,0.85,0.8,0.35,4,4,2
,计量员,T001,Execute instrument calibration procedures,Primary,0.12,0.35,0.85,0.65,2,4,4
,计量员,T002,Perform legal verification of measuring devices,Primary,0.12,0.2,0.7,0.8,2,4,4
,计量员,T003,Diagnose and repair instrument faults,Primary,0.12,0.15,0.6,0.85,2,3,4
,计量员,T004,Analyze measurement data for anomalies,Primary,0.12,0.75,0.9,0.25,4,5,2
,计量员,T005,Maintain calibration records and documentation,Primary,0.12,0.8,0.95,0.2,4,5,2
,计量员,T006,Interpret technical standards and regulations,Secondary,0.1,0.4,0.75,0.6,3,4,3
,计量员,T007,Communicate technical findings to stakeholders,Secondary,0.1,0.3,0.65,0.7,2,4,4
,计量员,T008,Prepare laboratory environment for testing,Secondary,0.1,0.25,0.5,0.75,2,3,4
,计量员,T009,Order and manage calibration supplies,Ancillary,0.05,0.7,0.8,0.3,4,4,2
,计量员,T010,Conduct safety inspections of equipment,Ancillary,0.05,0.3,0.6,0.7,2,3,4
,电子电气产品检验员L,T001,执行电子电气产品物理与功能检测,Primary,0.12,0.25,0.75,0.8,2,4,4
,电子电气产品检验员L,T002,解析检测数据并生成质量报告,Primary,0.12,0.85,0.95,0.4,4,5,3
,电子电气产品检验员L,T003,开发并优化检验检测方法,Primary,0.12,0.3,0.6,0.7,2,3,4
,电子电气产品检验员L,T004,维护实验室设备与校准仪器,Primary,0.12,0.4,0.5,0.6,3,3,3
,电子电气产品检验员L,T005,审核检测流程合规性与标准适用性,Primary,0.12,0.35,0.65,0.75,2,4,4
,电子电气产品检验员L,T006,协调跨部门质量异常沟通,Secondary,0.1,0.2,0.4,0.9,2,3,5
,电子电气产品检验员L,T007,整理实验室档案与历史数据,Secondary,0.1,0.9,0.8,0.3,5,4,2
,电子电气产品检验员L,T008,培训初级检验员操作规范,Secondary,0.1,0.15,0.5,0.85,2,3,4
,电子电气产品检验员L,T009,采购实验耗材与试剂,Ancillary,0.05,0.7,0.6,0.4,4,3,3
,电子电气产品检验员L,T010,撰写实验室安全管理制度,Ancillary,0.05,0.6,0.7,0.5,3,4,3
,公路水运工程试验检测员,T001,Execute field sampling and physical testing on road and waterway materials,Primary,0.12,0.2,0.65,0.8,2,4,4
,公路水运工程试验检测员,T002,Analyze experimental data and verify compliance with national standards,Primary,0.12,0.75,0.9,0.6,4,5,3
,公路水运工程试验检测员,T003,Draft and finalize technical inspection reports for project stakeholders,Primary,0.12,0.85,0.95,0.5,4,5,3
,公路水运工程试验检测员,T004,Calibrate and maintain laboratory testing equipment and instruments,Primary,0.12,0.3,0.55,0.75,2,3,4
,公路水运工程试验检测员,T005,Interpret test results and provide technical recommendations to project managers,Primary,0.12,0.4,0.7,0.85,3,4,4
,公路水运工程试验检测员,T006,Coordinate on-site testing activities with construction teams and supervisors,Secondary,0.1,0.15,0.4,0.9,2,3,5
,公路水运工程试验检测员,T007,Document and archive testing records for regulatory compliance audits,Secondary,0.1,0.8,0.85,0.4,4,4,3
,公路水运工程试验检测员,T008,Identify and report potential safety hazards during field operations,Secondary,0.1,0.25,0.6,0.8,2,3,4
,公路水运工程试验检测员,T009,Assist in training junior staff on testing protocols and safety procedures,Ancillary,0.05,0.35,0.5,0.7,2,3,4
,公路水运工程试验检测员,T010,Update internal databases with new material specifications and regulatory changes,Ancillary,0.05,0.9,0.95,0.3,5,5,2
,建设工程质量检测员,T001,Execute on-site physical sampling of construction materials,Primary,0.12,0.15,0.4,0.85,2,3,4
,建设工程质量检测员,T002,Operate precision testing instruments and calibrate equipment,Primary,0.12,0.3,0.75,0.7,2,4,4
,建设工程质量检测员,T003,Analyze raw test data against national construction standards,Primary,0.12,0.65,0.9,0.6,4,5,3
,建设工程质量检测员,T004,Draft and verify technical inspection reports for stakeholders,Primary,0.12,0.55,0.8,0.65,3,4,4
,建设工程质量检测员,T005,Coordinate with construction teams to resolve testing discrepancies,Primary,0.12,0.1,0.3,0.9,1,2,5
,建设工程质量检测员,T006,Maintain and update laboratory equipment inventory logs,Secondary,0.1,0.8,0.95,0.4,4,5,3
,建设工程质量检测员,T007,Conduct safety briefings for testing personnel on site,Secondary,0.1,0.2,0.5,0.8,2,3,4
,建设工程质量检测员,T008,Archive digital and physical test records for compliance audits,Secondary,0.1,0.75,0.85,0.5,4,4,3
,建设工程质量检测员,T009,Observe and document environmental conditions during testing,Ancillary,0.05,0.4,0.6,0.7,3,3,4
,建设工程质量检测员,T010,Prepare training materials for junior inspectors,Ancillary,0.05,0.6,0.7,0.6,3,4,3
,环境监测员L,T001,Execute field sampling of water and air,Primary,0.12,0.2,0.65,0.8,2,4,4
,环境监测员L,T002,Calibrate and operate analytical instruments,Primary,0.12,0.35,0.75,0.7,2,4,4
,环境监测员L,T003,Process and validate raw monitoring data,Primary,0.12,0.85,0.9,0.4,4,5,3
,环境监测员L,T004,Interpret environmental trends and anomalies,Primary,0.12,0.45,0.8,0.85,3,4,4
,环境监测员L,T005,Document sampling procedures and results,Primary,0.12,0.7,0.85,0.5,4,4,3
,环境监测员L,T006,Maintain laboratory equipment and safety protocols,Secondary,0.1,0.3,0.6,0.75,2,3,4
,环境监测员L,T007,Communicate findings to regulatory bodies,Secondary,0.1,0.55,0.7,0.65,3,4,4
,环境监测员L,T008,Respond to unexpected environmental incidents,Secondary,0.1,0.25,0.5,0.9,2,3,5
,环境监测员L,T009,Organize and archive historical monitoring records,Ancillary,0.05,0.95,0.95,0.2,5,5,2
,环境监测员L,T010,Train junior staff on sampling techniques,Ancillary,0.05,0.4,0.6,0.8,3,3,4
,地勘钻探工,T001,操作钻机进行岩层钻进,Primary,0.12,0.25,0.75,0.8,2,4,4
,地勘钻探工,T002,调配与维护孔内泥浆,Primary,0.12,0.3,0.7,0.75,2,4,4
,地勘钻探工,T003,处理孔内卡钻事故,Primary,0.12,0.15,0.65,0.85,2,4,4
,地勘钻探工,T004,记录与分析钻探数据,Primary,0.12,0.85,0.95,0.6,4,5,3
,地勘钻探工,T005,维护与检修钻探设备,Primary,0.12,0.35,0.6,0.7,2,3,4
,地勘钻探工,T006,穿戴防护装备并搬运器材,Secondary,0.1,0.1,0.4,0.5,1,3,3
,地勘钻探工,T007,识别岩芯样本特征,Secondary,0.1,0.45,0.8,0.65,3,4,4
,地勘钻探工,T008,沟通现场安全状况,Secondary,0.1,0.2,0.5,0.6,2,3,3
,地勘钻探工,T009,整理钻探作业文档,Ancillary,0.05,0.9,0.9,0.4,5,5,3
,地勘钻探工,T010,清理作业现场环境,Ancillary,0.05,0.15,0.35,0.45,2,2,3
,地勘掘进工,T001,操作凿岩设备钻孔,Primary,0.12,0.2,0.75,0.8,2,4,4
,地勘掘进工,T002,实施爆破装药作业,Primary,0.12,0.15,0.65,0.85,2,4,4
,地勘掘进工,T003,执行支护结构安装,Primary,0.12,0.25,0.7,0.75,2,4,4
,地勘掘进工,T004,清理掘进面碎石,Primary,0.12,0.3,0.8,0.7,2,4,4
,地勘掘进工,T005,维护通风排水系统,Primary,0.12,0.35,0.75,0.65,2,4,4
,地勘掘进工,T006,监测岩体稳定性,Secondary,0.1,0.4,0.85,0.6,3,4,3
,地勘掘进工,T007,协调班组作业配合,Secondary,0.1,0.5,0.6,0.5,3,3,3
,地勘掘进工,T008,检查作业安全规程,Secondary,0.1,0.6,0.7,0.4,3,4,3
,地勘掘进工,T009,记录掘进施工日志,Ancillary,0.05,0.85,0.9,0.2,4,5,2
,地勘掘进工,T010,维护个人防护装备,Ancillary,0.05,0.9,0.4,0.1,5,3,1
,物探工,T001,操作物探仪器进行野外数据采集,Primary,0.12,0.35,0.75,0.8,2,4,4
,物探工,T002,分析地球物理异常数据特征,Primary,0.12,0.6,0.85,0.7,3,4,4
,物探工,T003,整理与归档勘探原始记录,Primary,0.12,0.85,0.9,0.4,4,5,3
,物探工,T004,维护与校准现场勘探设备,Primary,0.12,0.2,0.5,0.85,2,3,4
,物探工,T005,评估作业现场环境安全风险,Primary,0.12,0.15,0.65,0.9,2,4,5
,物探工,T006,编制物探勘探技术报告,Secondary,0.1,0.7,0.8,0.6,4,4,3
,物探工,T007,协调现场作业人员分工,Secondary,0.1,0.25,0.4,0.85,2,3,4
,物探工,T008,记录仪器运行状态日志,Secondary,0.1,0.9,0.95,0.3,5,5,2
,物探工,T009,搬运勘探器材至作业点,Ancillary,0.05,0.1,0.3,0.95,1,2,5
,物探工,T010,向客户汇报勘探初步结果,Ancillary,0.05,0.4,0.6,0.8,3,3,4
,地质调查员L,T001,Execute field reconnaissance and sampling,Primary,0.12,0.2,0.65,0.8,2,4,4
,地质调查员L,T002,Analyze geological data and spatial patterns,Primary,0.12,0.45,0.85,0.75,3,4,4
,地质调查员L,T003,Draft geological survey reports,Primary,0.12,0.7,0.9,0.6,4,5,3
,地质调查员L,T004,Evaluate resource potential and risks,Primary,0.12,0.35,0.75,0.85,2,4,4
,地质调查员L,T005,Coordinate with local stakeholders and teams,Primary,0.12,0.15,0.4,0.9,2,3,5
,地质调查员L,T006,Calibrate and maintain geological instruments,Secondary,0.1,0.3,0.5,0.6,2,3,3
,地质调查员L,T007,Interpret rock and mineral samples,Secondary,0.1,0.4,0.7,0.7,3,4,4
,地质调查员L,T008,Update geological maps and databases,Secondary,0.1,0.6,0.8,0.5,3,4,3
,地质调查员L,T009,Conduct safety inspections and risk assessments,Ancillary,0.05,0.25,0.55,0.8,2,3,4
,地质调查员L,T010,Archive and manage field documentation,Ancillary,0.05,0.8,0.7,0.3,4,4,2
,地质实验员,T001,Prepare geological samples for analysis,Primary,0.12,0.25,0.65,0.75,2,4,4
,地质实验员,T002,Operate analytical instruments for data acquisition,Primary,0.12,0.4,0.85,0.8,3,4,4
,地质实验员,T003,Conduct qualitative and quantitative mineral identification,Primary,0.12,0.3,0.7,0.85,2,4,4
,地质实验员,T004,Document experimental procedures and results,Primary,0.12,0.75,0.9,0.6,4,5,3
,地质实验员,T005,Maintain laboratory equipment and safety protocols,Primary,0.12,0.35,0.55,0.7,2,3,4
,地质实验员,T006,Interpret experimental data for geological conclusions,Secondary,0.1,0.45,0.8,0.9,3,4,5
,地质实验员,T007,Collaborate with geologists on sampling strategies,Secondary,0.1,0.2,0.4,0.95,2,3,5
,地质实验员,T008,Dispose of hazardous chemical waste,Secondary,0.1,0.3,0.5,0.6,2,3,3
,地质实验员,T009,Verify sample integrity and chain of custody,Ancillary,0.05,0.6,0.7,0.5,3,4,3
,地质实验员,T010,Train junior staff on laboratory techniques,Ancillary,0.05,0.15,0.3,0.85,2,2,4
,花艺环境设计师,T001,Analyze client spatial requirements and aesthetic preferences,Primary,0.12,0.35,0.85,0.75,2,4,4
,花艺环境设计师,T002,Design spatial layout and floral arrangement schemes,Primary,0.12,0.4,0.9,0.8,3,5,4
,花艺环境设计师,T003,Select appropriate plant species and materials based on environmental constraints,Primary,0.12,0.2,0.7,0.65,2,4,4
,花艺环境设计师,T004,Oversee on-site construction and installation of floral structures,Primary,0.12,0.1,0.4,0.5,1,3,3
,花艺环境设计师,T005,Develop long-term maintenance and care protocols for living plants,Primary,0.12,0.15,0.6,0.55,2,3,3
,花艺环境设计师,T006,Coordinate with architects and contractors to ensure design integrity,Secondary,0.1,0.3,0.75,0.8,2,4,4
,花艺环境设计师,T007,Document project progress and create post-event maintenance reports,Secondary,0.1,0.6,0.95,0.4,3,5,3
,花艺环境设计师,T008,Source and procure specific floral materials from suppliers,Secondary,0.1,0.45,0.65,0.5,3,4,3
,花艺环境设计师,T009,Evaluate client satisfaction and adjust future design strategies,Ancillary,0.05,0.25,0.7,0.85,2,4,4
,花艺环境设计师,T010,Maintain inventory of tools and perishable materials,Ancillary,0.05,0.5,0.6,0.3,3,3,2
,纺织面料设计师,T001,Analyze market trends and consumer preferences,Primary,0.12,0.75,0.85,0.6,4,4,3
,纺织面料设计师,T002,Generate textile pattern designs and color schemes,Primary,0.12,0.8,0.9,0.7,4,5,4
,纺织面料设计师,T003,Evaluate fabric material properties and performance,Primary,0.12,0.4,0.65,0.8,3,4,4
,纺织面料设计师,T004,Coordinate production processes with manufacturing teams,Primary,0.12,0.3,0.5,0.85,2,3,4
,纺织面料设计师,T005,Develop strategic product roadmaps for seasonal collections,Primary,0.12,0.5,0.7,0.75,3,4,4
,纺织面料设计师,T006,Conduct physical fabric sampling and tactile testing,Secondary,0.1,0.1,0.4,0.9,1,3,5
,纺织面料设计师,T007,Document design specifications and technical standards,Secondary,0.1,0.85,0.95,0.5,4,5,3
,纺织面料设计师,T008,Present design concepts to stakeholders and clients,Secondary,0.1,0.45,0.6,0.8,3,3,4
,纺织面料设计师,T009,Archive and organize historical design libraries,Ancillary,0.05,0.9,0.95,0.3,5,5,2
,纺织面料设计师,T010,Verify final print quality and color accuracy,Ancillary,0.05,0.35,0.7,0.85,2,4,4
,家用纺织品设计师,T001,Analyze interior decoration trends and consumer preferences,Primary,0.12,0.35,0.75,0.65,2,4,4
,家用纺织品设计师,T002,Generate textile pattern drafts and color schemes,Primary,0.12,0.85,0.9,0.4,4,5,3
,家用纺织品设计师,T003,Select and evaluate fabric materials for design feasibility,Primary,0.12,0.2,0.5,0.8,2,3,4
,家用纺织品设计师,T004,Coordinate design concepts with interior decoration teams,Primary,0.12,0.15,0.4,0.85,2,3,4
,家用纺织品设计师,T005,Develop complete product matching and styling schemes,Primary,0.12,0.45,0.7,0.55,3,4,3
,家用纺织品设计师,T006,Produce technical specification documents for production,Secondary,0.1,0.7,0.8,0.3,4,4,2
,家用纺织品设计师,T007,Conduct market research on competitor product lines,Secondary,0.1,0.6,0.7,0.4,3,4,3
,家用纺织品设计师,T008,Present design proposals to clients and stakeholders,Secondary,0.1,0.25,0.5,0.75,2,3,4
,家用纺织品设计师,T009,Archive and organize design assets and reference libraries,Ancillary,0.05,0.95,0.9,0.1,5,5,1
,家用纺织品设计师,T010,Maintain physical fabric samples and material swatches,Ancillary,0.05,0.1,0.3,0.9,1,2,5
,色彩搭配师,T001,Analyze client color preferences and psychological needs,Primary,0.12,0.3,0.65,0.75,2,4,4
,色彩搭配师,T002,Generate and evaluate color scheme proposals,Primary,0.12,0.85,0.9,0.4,4,5,3
,色彩搭配师,T003,Adjust color schemes based on material constraints,Primary,0.12,0.4,0.7,0.6,3,4,3
,色彩搭配师,T004,Present design rationale to stakeholders,Primary,0.12,0.2,0.5,0.8,2,3,4
,色彩搭配师,T005,Monitor emerging color trends and cultural shifts,Primary,0.12,0.6,0.8,0.5,3,4,3
,色彩搭配师,T006,Conduct on-site color lighting calibration,Secondary,0.1,0.15,0.4,0.85,2,3,4
,色彩搭配师,T007,Document color standards and usage guidelines,Secondary,0.1,0.75,0.85,0.3,4,4,2
,色彩搭配师,T008,Resolve conflicts regarding color perception differences,Secondary,0.1,0.1,0.3,0.9,1,2,5
,色彩搭配师,T009,Archive and organize color reference libraries,Ancillary,0.05,0.95,0.9,0.1,5,5,1
,色彩搭配师,T010,Verify final color output against physical samples,Ancillary,0.05,0.25,0.5,0.75,2,3,4
,工艺美术品设计师,T001,Analyze traditional craft techniques and material properties,Primary,0.12,0.3,0.75,0.65,2,4,4
,工艺美术品设计师,T002,Generate creative design concepts and visual prototypes,Primary,0.12,0.45,0.85,0.7,3,4,4
,工艺美术品设计师,T003,Construct physical models and craft prototypes,Primary,0.12,0.1,0.4,0.8,1,3,4
,工艺美术品设计师,T004,Evaluate aesthetic quality and cultural resonance,Primary,0.12,0.2,0.5,0.85,2,3,4
,工艺美术品设计师,T005,Coordinate production workflow and guide artisans,Primary,0.12,0.15,0.6,0.75,2,3,4
,工艺美术品设计师,T006,Research market trends and consumer preferences,Secondary,0.1,0.6,0.8,0.5,3,4,3
,工艺美术品设计师,T007,Document design specifications and technical drawings,Secondary,0.1,0.7,0.7,0.4,4,4,3
,工艺美术品设计师,T008,Source and procure specialized craft materials,Secondary,0.1,0.4,0.55,0.6,3,3,3
,工艺美术品设计师,T009,Archive and catalog historical design patterns,Ancillary,0.05,0.85,0.6,0.3,4,3,2
,工艺美术品设计师,T010,Maintain workshop safety and equipment standards,Ancillary,0.05,0.3,0.5,0.7,2,3,4
,装潢美术设计师,T001,Interpret client briefs and spatial requirements to formulate design concepts,Primary,0.12,0.15,0.75,0.85,2,4,4
,装潢美术设计师,T002,Generate and iterate visual design drafts using professional software tools,Primary,0.12,0.6,0.9,0.4,3,5,3
,装潢美术设计师,T003,Coordinate with construction teams and vendors to supervise material implementation,Primary,0.12,0.1,0.4,0.9,1,3,5
,装潢美术设计师,T004,Evaluate aesthetic quality and cultural appropriateness of final design proposals,Primary,0.12,0.2,0.5,0.8,2,3,4
,装潢美术设计师,T005,Prepare and present design documentation and technical specifications to stakeholders,Primary,0.12,0.3,0.8,0.7,2,4,4
,装潢美术设计师,T006,Research current design trends and material technologies for project integration,Secondary,0.1,0.7,0.85,0.3,4,4,2
,装潢美术设计师,T007,Manage project timelines and budget constraints to ensure delivery,Secondary,0.1,0.4,0.7,0.6,3,4,3
,装潢美术设计师,T008,Maintain digital asset libraries and organize project files for future reference,Secondary,0.1,0.85,0.6,0.15,4,3,2
,装潢美术设计师,T009,Conduct quality assurance checks on physical samples and installed finishes,Ancillary,0.05,0.25,0.3,0.45,2,2,3
,装潢美术设计师,T010,Document project outcomes and update portfolio for professional development,Ancillary,0.05,0.6,0.5,0.4,3,3,3
,室内装饰设计师,T001,Generate spatial design schemes,Primary,0.12,0.35,0.85,0.75,2,4,4
,室内装饰设计师,T002,Evaluate material properties and sustainability,Primary,0.12,0.4,0.7,0.65,3,4,4
