occupation_code,occupation_name,isco08_code,isco08_title,major_category,task_count,ksa_count,substitutivity_01,augmentation_01,complementarity_01,substitutivity_5,augmentation_5,complementarity_5,exposure_index_rho,agentic_potential,cognitive_requirement,physicality_intensity,language_intensity,connecting_labor_flag,connecting_labor_depth,vibe_coding_flag,vibe_coding_depth,isco08_status
5-05-01-03,农业数字化技术员L/S,3140,Agricultural and Fishery Professionals,3,10,9,0.4405,0.737,0.757,3,4,4,0.4405,0,68,35,72,1,3,0,0,unmatched
5-05-02-01,农作物植保员L,6130,Agricultural Technicians,6,10,9,0.3445,0.7095,0.699,2,4,4,0.3445,0,65,45,60,1,3,0,0,verified
5-05-02-02,林业有害生物防治员L,6130,Agricultural and Fishery Workers,6,10,9,0.399,0.6815,0.5985,3,4,3,0.399,0,65,45,60,1,3,0,0,verified
5-05-02-03,动物疫病防治员,3222,Veterinary Technicians and Assistants,3,10,9,0.4135,0.7485,0.612,3,4,3,0.4135,0,65,45,70,1,3,0,0,verified
5-05-02-04,动物检疫检验员,3231,Veterinary Technicians and Assistants,3,10,9,0.4345,0.691,0.568,3,4,3,0.4345,0,65,35,70,1,3,0,0,unmatched
5-05-02-05,水生物病害防治员,3126,Aquaculture Technicians,3,10,9,0.2735,0.5695,0.7265,2,3,4,0.2735,0,65,35,60,1,3,0,0,unmatched
5-05-02-06,水生物检疫检验员,3126,Biological Science Technician,3,10,9,0.349,0.598,0.651,2,3,4,0.349,0,72,35,65,1,3,0,0,unmatched
5-05-03-01,沼气工L,7123,Plant and Machine Operators,7,10,9,0.4615,0.668,0.5385,3,4,3,0.4615,0,65,75,40,1,2,0,0,verified
5-05-03-02,农村节能员L,7412,Heating and Air Conditioning Installers and Repairers,7,10,9,0.406,0.7125,0.652,3,4,4,0.406,0,55,45,65,1,3,0,0,verified
5-05-03-03,太阳能利用工L,7412,Solar Energy Installers,7,10,9,0.4415,0.699,0.6595,3,4,4,0.4415,0,65,75,40,1,3,0,0,verified
5-05-03-04,微水电利用工L,7413,Electrical and Electronic Trades Assistants,7,10,9,0.402,0.663,0.635,3,4,4,0.402,0,45,75,30,1,2,0,0,verified
5-05-03-05,小风电利用工L,7413,Wind Turbine Technicians,7,10,9,0.458,0.7055,0.664,3,4,4,0.458,0,65,75,60,1,3,0,0,verified
5-05-04-00,农村环境保护工L,5130,Refuse and Waste Collectors,5,10,9,0.3285,0.643,0.698,2,4,4,0.3285,0,45,75,60,1,3,0,0,unmatched
5-05-05-01,农机驾驶操作员,8331,Agricultural and fishery workers,6,10,9,0.3755,0.647,0.6725,3,4,4,0.3755,0,55,60,40,1,2,0,0,verified
5-05-05-02,农机修理工,7412,Agricultural and fishery machinery mechanics,7,10,9,0.4175,0.614,0.662,3,3,4,0.4175,0,65,75,45,1,3,0,0,verified
5-05-05-03,农机服务经纪人,4339,Business and Administration Professionals Not Elsewhere Classified,4,10,9,0.384,0.67,0.676,3,4,4,0.384,0,65,30,70,1,3,0,0,unmatched
5-05-06-01,园艺产品加工工,9319,Food Processing and Related Trades Workers,9,10,9,0.4235,0.6875,0.609,3,4,3,0.4235,0,45,60,30,1,2,0,0,unmatched
5-05-06-02,棉花加工工,8140,Textile and apparel workers,5,10,9,0.4845,0.758,0.5155,3,4,3,0.4845,0,45,75,30,1,2,0,0,unmatched
5-05-06-03,热带作物初制工,9321,Agricultural and fishery workers,9,10,9,0.44,0.6775,0.605,3,4,3,0.44,0,45,60,30,1,2,0,0,verified
5-05-06-04,植物原料制取工,8130,Chemical and related plant and machine operators,8,10,9,0.3735,0.6155,0.6145,2,3,3,0.3735,0,55,45,30,0,0,0,0,unmatched
5-05-06-05,竹藤师,7412,Artisans and Craft Workers,7,10,9,0.3855,0.5505,0.559,3,3,3,0.3855,0,65,15,70,1,3,0,0,verified
5-05-06-06,经济昆虫产品加工工,8140,Food and beverage processing workers,5,10,9,0.566,0.7195,0.4485,3,4,3,0.566,0,45,35,40,0,0,0,0,unmatched
5-05-06-07,水产品原料处理工,9321,Food and beverage service assistants,9,10,9,0.431,0.739,0.625,3,4,4,0.431,0,45,75,30,1,2,0,0,verified
6-01-01-01,制米工,8131,Food Processing Machine Operators,8,10,9,0.344,0.7035,0.6635,2,4,4,0.344,0,45,60,30,1,2,0,0,verified
6-01-01-02,制粉工,8130,Baker,8,10,9,0.436,0.7495,0.6805,3,4,4,0.436,0,55,40,30,0,0,0,0,unmatched
6-01-01-03,制油工,8130,Petroleum and Petrochemical Plant Operators,8,10,9,0.459,0.764,0.603,3,4,3,0.459,0,65,45,30,1,2,0,0,unmatched
6-01-02-00,饲料加工工,8140,Food and beverage processing machine operators,8,10,9,0.4555,0.7531,0.668,3,4,4,0.4555,0,45,35,30,1,2,0,0,unmatched
6-01-03-00,食糖制造工,8130,Food and beverage processing workers,8,10,9,0.5425,0.7771,0.6335,3,4,4,0.5425,0,55,40,45,1,2,0,0,unmatched
6-01-04-01,畜禽屠宰加工工,9321,Butchers,9,10,9,0.415,0.646,0.617,3,4,3,0.415,0,45,85,30,1,2,0,0,verified
6-01-04-02,畜禽副产品加工工,9321,Food and beverage processing workers,9,10,9,0.4305,0.669,0.634,3,4,4,0.4305,0,45,60,30,1,2,0,0,verified
6-01-04-03,肉制品加工工,9321,Food and beverage processing workers,9,10,9,0.426,0.733,0.574,3,4,3,0.426,0,45,35,20,1,2,0,0,verified
6-01-04-04,蛋类制品加工工,9414,Food and beverage processing workers,9,10,9,0.5485,0.7531,0.4515,3,4,3,0.5485,0,45,60,30,1,2,0,0,unmatched
6-01-05-01,水产品加工工,9321,Food and beverage processing workers,9,10,9,0.589,0.7585,0.4905,3,4,3,0.589,0,45,75,30,0,0,0,0,verified
6-01-05-02,水产制品精制工,3126,Chemical technicians,3,10,9,0.318,0.7135,0.643,2,4,4,0.318,0,65,35,40,1,2,0,0,unmatched
6-01-06-00,果蔬坚果加工工,9319,Food and Drink Process Operators,9,10,9,0.616,0.714,0.6365,3,4,4,0.616,0,45,60,30,0,0,0,0,unmatched
6-01-07-01,淀粉及淀粉糖制造工,8130,Food and beverage processing machine operators,8,10,9,0.381,0.753,0.624,3,4,3,0.381,0,65,45,30,1,2,0,0,unmatched
6-01-07-02,植物蛋白制作工,8130,Food and beverage processing workers,8,10,9,0.4685,0.718,0.651,3,4,4,0.4685,0,55,40,30,0,0,0,0,unmatched
6-01-07-03,豆制品制作工,9412,Food and beverage processing workers,9,10,9,0.4225,0.689,0.5925,3,4,3,0.4225,0,45,60,30,1,2,0,0,verified
6-02-01-01,糕点面包烘焙工,7413,Bakers,7,10,9,0.4035,0.705,0.6065,3,4,3,0.4035,0,45,60,30,1,2,0,0,verified
6-02-01-02,糕点装饰师,5123,Bakery and Confectionery Workers,5,10,9,0.3525,0.527,0.652,2,3,4,0.3525,0,65,15,70,1,3,0,0,unmatched
6-02-02-01,糖果巧克力制造工,8130,Food and beverage processing machine operators,8,10,9,0.461,0.675,0.539,3,4,3,0.461,0,45,35,30,1,2,0,0,unmatched
6-02-02-02,果脯蜜饯加工工,9321,Food and beverage service assistants,9,10,9,0.5035,0.699,0.5115,3,4,3,0.5035,0,45,60,30,0,0,0,0,verified
6-02-03-01,米面主食制作工,9413,Bakery workers,9,10,9,0.5635,0.7595,0.4365,3,4,3,0.5635,0,45,60,30,0,0,0,0,unmatched
6-02-03-02,冷冻食品制作工,9321,Food and beverage assistants,9,10,9,0.374,0.7575,0.6335,2,4,4,0.374,0,45,40,30,0,0,0,0,verified
6-02-03-03,罐头食品加工工,9321,Food and beverage processing workers,9,10,9,0.5285,0.745,0.6865,3,4,4,0.5285,0,45,60,30,1,2,0,0,verified
6-02-04-01,乳品加工工,8140,Food and beverage processing workers,8,10,9,0.415,0.77,0.621,3,4,3,0.415,0,55,40,30,0,0,0,0,unmatched
6-02-04-02,乳品评鉴师,2149,Science Professionals Not Elsewhere Classified,2,10,9,0.3795,0.7145,0.7705,3,4,4,0.3795,0,72,25,65,1,3,0,0,unmatched
6-02-05-01,味精制造工,3113,Chemical plant and product machine operators,3,10,9,0.298,0.704,0.679,2,4,4,0.298,0,65,35,40,1,2,0,0,verified
6-02-05-02,酱油酱类制作工,8133,Food and beverage processing machine operators,8,10,9,0.473,0.635,0.584,3,4,3,0.473,0,45,55,30,1,2,0,0,unmatched
6-02-05-03,食醋制作工,8133,Food and beverage processing machine operators,8,10,9,0.415,0.669,0.6465,3,4,4,0.415,0,55,40,30,1,2,0,0,unmatched
6-02-05-04,精制制盐工,8130,Chemical plant and mineral processing plant machine operators,8,10,9,0.3675,0.7,0.6255,2,4,4,0.3675,0,45,60,30,0,0,0,0,unmatched
6-02-05-05,酶制剂制造工,3113,Biological Science Technicians,3,10,9,0.328,0.6775,0.706,2,4,4,0.328,0,65,35,40,1,2,0,0,verified
6-02-05-06,柠檬酸制造工,3113,Chemical plant operators,3,10,9,0.5835,0.745,0.765,3,4,4,0.5835,0,65,35,40,1,3,0,0,verified
6-02-05-07,调味品品评师,2149,Science and Engineering Professionals Not Elsewhere Classified,2,10,9,0.4085,0.6595,0.5915,3,4,3,0.4085,0,72,25,68,1,3,0,0,unmatched
6-02-06-01,酿酒师,2149,Science and Engineering Professionals Not Elsewhere Classified,2,10,9,0.3905,0.7205,0.6635,3,4,4,0.3905,0,75,20,65,1,3,0,0,unmatched
6-02-06-02,酒精酿造工,8130,Brewers and Distillers,8,10,9,0.429,0.7045,0.659,3,4,4,0.429,0,65,45,30,1,3,0,0,unmatched
6-02-06-03,白酒酿造工,8130,Food and beverage processing workers,8,10,9,0.4515,0.681,0.551,3,4,3,0.4515,0,65,45,30,1,2,0,0,unmatched
6-02-06-04,啤酒酿造工,8130,Brewers,8,10,9,0.4045,0.6825,0.666,3,4,4,0.4045,0,65,45,60,1,3,0,0,unmatched
6-02-06-05,黄酒酿造工,8133,Food and beverage processing workers,8,10,9,0.4505,0.704,0.5495,3,4,3,0.4505,0,65,45,30,1,3,0,0,unmatched
6-02-06-06,果露酒酿造工,7412,Food and Beverage Process Operators,7,10,9,0.418,0.7325,0.582,3,4,3,0.418,0,65,45,30,1,3,0,0,verified
6-02-06-07,品酒师,2149,Professionals not elsewhere classified,2,10,9,0.3545,0.7285,0.6965,2,4,4,0.3545,0,75,20,65,1,3,0,0,unmatched
6-02-06-08,麦芽制麦工,8134,Brewers,8,10,9,0.356,0.617,0.628,2,3,4,0.356,0,55,45,30,1,2,0,0,unmatched
6-02-06-09,饮料制作工,9321,Food and beverage service assistants,9,10,9,0.3655,0.752,0.622,2,4,3,0.3655,0,45,60,30,1,2,0,0,verified
6-02-06-10,茶叶加工工,8141,Food and beverage processing workers,8,10,9,0.4215,0.7105,0.5385,3,4,3,0.4215,0,55,45,30,0,0,0,0,verified
6-02-06-11,评茶师,2149,Professionals not elsewhere classified,2,10,9,0.36,0.731,0.64,2,4,4,0.36,0,75,20,65,1,3,0,0,unmatched
6-02-06-12,酒体设计师,2149,Professionals not elsewhere classified,2,10,9,0.456,0.781,0.591,3,4,3,0.456,0,75,20,65,1,3,0,0,unmatched
6-03-01-01,烟叶调制员,6130,Agricultural Technicians,6,10,9,0.494,0.732,0.586,3,4,3,0.494,0,65,45,30,1,2,0,0,verified
6-03-01-02,烟叶评级员,3123,Agricultural Technicians,3,10,9,0.4445,0.7455,0.5925,3,4,3,0.4445,0,65,15,70,1,3,0,0,verified
6-03-02-01,烟用二醋片制造工,7919,"Plant and Machine Operators, Not Elsewhere Classified",7,10,9,0.5505,0.7755,0.6865,3,4,4,0.5505,0,55,40,30,1,2,0,0,unmatched
6-03-02-02,烟用丝束制造工,8130,"Textile, Garment and Related Trades Workers",8,10,9,0.487,0.7675,0.513,3,4,3,0.487,0,65,40,35,1,2,0,0,unmatched
6-03-03-01,烟机设备操作工,8134,Industrial and manufacturing workers,8,10,9,0.45,0.7,0.605,3,4,3,0.45,0,55,40,30,1,2,0,0,unmatched
6-03-03-02,烟草评吸师,2149,Professionals not elsewhere classified,2,10,9,0.4455,0.736,0.556,3,4,3,0.4455,0,75,20,65,1,3,0,0,unmatched
6-04-01-01,开清棉工,9321,"Textile, Garment and Related Trades Workers",9,10,9,0.36,0.682,0.64,2,4,4,0.36,0,45,75,30,1,2,0,0,verified
6-04-01-02,丝麻毛纤维预处理工,8130,"Textile, Garment and Related Trades Workers",8,10,9,0.4475,0.684,0.5525,3,4,3,0.4475,0,45,60,30,0,0,0,0,unmatched
6-04-01-03,纺织纤维梳理工,8134,Textile and Leather Workers,8,10,9,0.42,0.709,0.58,3,4,3,0.42,0,45,35,30,1,2,0,0,unmatched
6-04-01-04,并条工,8134,"Textile, Garment and Related Trades Workers",7,10,9,0.38,0.6785,0.621,3,4,3,0.38,0,45,35,30,0,0,0,0,unmatched
6-04-01-05,粗纱工,8131,Textile and Leather Workers,8,10,9,0.409,0.652,0.596,3,4,3,0.409,0,45,35,30,1,2,0,0,verified
6-04-02-01,纺纱工,8141,"Textile, Garment and Related Trades Workers",8,10,9,0.4725,0.736,0.5335,3,4,3,0.4725,0,45,35,30,1,2,0,0,verified
6-04-02-02,缫丝工,8130,"Textile, Garment and Other Handicraft Workers",8,10,9,0.5255,0.7155,0.5285,3,4,3,0.5255,0,45,60,30,0,0,0,0,unmatched
6-04-03-01,整经工,8130,"Textile, Garment and Related Trades Workers",8,10,9,0.4755,0.703,0.61,3,4,3,0.4755,0,45,35,40,1,2,0,0,unmatched
6-04-03-02,浆纱浆染工,8141,"Textile, Garment and Related Trades Workers",8,10,9,0.479,0.6905,0.501,3,4,3,0.479,0,55,45,30,1,2,0,0,verified
6-04-03-03,织布工,8311,"Textile, Garment and Related Trades Workers",8,10,9,0.414,0.646,0.596,3,4,3,0.414,0,45,35,30,1,2,0,0,verified
6-04-03-04,意匠纹版工,7412,"Textile, Garment and Related Trades Workers",7,10,9,0.4235,0.6105,0.5815,3,3,3,0.4235,0,65,45,70,1,3,0,0,verified
6-04-04-01,纬编工,8141,"Textile, garment and other craft workers",8,9,9,0.375,0.674,0.525,2,4,3,0.375,0,45,35,20,1,2,0,0,verified
6-04-04-02,经编工,8141,"Textile, Garment and Related Trades Workers",8,10,9,0.37,0.539,0.63,2,3,4,0.37,0,45,35,20,1,2,0,0,verified
6-04-04-03,横机工,8141,"Textile, garment and related trades workers",8,10,9,0.455,0.638,0.53,3,4,3,0.455,0,45,35,20,0,0,0,0,verified
6-04-05-00,非织造布制造工,8134,Textile and leather goods machine operators,8,10,9,0.418,0.7515,0.685,3,4,4,0.418,0,55,45,30,1,2,0,0,unmatched
6-04-06-01,印染前处理工,8141,"Textile, Garment and Fur Graders and Sorters",8,10,9,0.453,0.638,0.517,3,4,3,0.453,0,55,45,30,1,2,0,0,verified
6-04-06-02,纺织染色工,8145,Textile and Garment Workers,8,10,9,0.41,0.715,0.59,3,4,3,0.41,0,55,60,40,1,2,0,0,unmatched
6-04-06-03,印花工,7919,"Textile, Garment and Other Craft Workers Not Elsewhere Classified",7,10,9,0.425,0.689,0.625,3,4,4,0.425,0,45,35,40,1,2,0,0,unmatched
6-04-06-04,纺织印花制版工,7412,"Textile, Garment and Related Trades Workers",7,10,9,0.393,0.7165,0.607,3,4,3,0.393,0,65,35,40,1,2,0,0,verified
6-04-06-05,印染后整理工,8147,"Textile, Garment and Fur Graders and Sorters",8,10,9,0.5025,0.64,0.5025,3,4,3,0.5025,0,55,45,40,1,2,0,0,unmatched
6-04-06-06,印染染化料配制工,7126,"Textile, Garment and Related Trades Workers",7,10,9,0.354,0.729,0.6095,2,4,3,0.354,0,55,40,60,1,3,0,0,verified
6-04-06-07,工艺染织品制作工,7412,"Textile, garment and leather craft workers",7,10,9,0.3725,0.724,0.6745,2,4,4,0.3725,0,65,45,70,1,3,0,0,verified
6-05-01-01,服装制版师,3322,"Textile, Fur and Leather Production and Garment Trades Craftspersons",3,10,9,0.4415,0.683,0.701,3,4,4,0.4415,0,72,25,65,1,3,0,0,verified
6-05-01-02,裁剪工,8311,"Textile, Garment and Related Trades Workers",8,10,9,0.4775,0.731,0.5225,3,4,3,0.4775,0,45,60,30,0,0,0,0,verified
6-05-01-03,缝纫工,8141,Textile and garment cutters and sewers,8,10,9,0.461,0.5925,0.6175,3,3,3,0.461,0,45,60,35,1,2,0,0,verified
6-05-01-04,缝纫品整型工,8140,"Textile, Garment and Related Trades Workers",8,10,9,0.5085,0.633,0.5325,3,4,3,0.5085,0,45,35,30,1,2,0,0,unmatched
6-05-01-05,服装水洗工,9321,"Textile, Garment and Fur Graders and Sorters",9,10,9,0.48,0.733,0.52,3,4,3,0.48,0,45,75,30,1,2,0,0,verified
6-05-01-06,绒线编织拼布工,7412,"Textile, Garment and Related Trades Workers",7,10,9,0.5075,0.6695,0.635,3,4,4,0.5075,0,65,15,70,1,3,0,0,verified
6-05-02-01,皮革及皮革制品加工工,7412,"Textile, Fur and Leather Workers",7,10,9,0.4415,0.6345,0.5635,3,4,3,0.4415,0,55,45,40,1,2,0,0,verified
6-05-02-02,毛皮及毛皮制品加工工,7413,Textile and fur workers,7,10,9,0.4535,0.611,0.5815,3,3,3,0.4535,0,65,45,30,1,2,0,0,verified
6-05-03-00,羽绒加工及制品充填工,9414,"Textile, Garment and Related Trades Workers",9,10,9,0.4425,0.6855,0.6225,3,4,3,0.4425,0,45,60,35,1,2,0,0,unmatched
6-05-04-01,制鞋工,8311,Shoe and leather workers,8,10,9,0.455,0.6935,0.545,3,4,3,0.455,0,45,60,30,1,2,0,0,verified
6-05-04-02,制帽工,7412,"Tailors, dressmakers, hatters and other sewing machine operators",7,10,9,0.31,0.635,0.672,2,4,4,0.31,0,45,60,30,1,2,0,0,verified
6-06-01-01,制材工,8133,Woodworking machine operators,8,10,9,0.403,0.587,0.6605,3,3,4,0.403,0,45,60,30,1,2,0,0,unmatched
6-06-01-02,木竹藤材处理工,7126,Woodworkers,7,10,9,0.477,0.7365,0.523,3,4,3,0.477,0,55,45,30,1,2,0,0,verified
6-06-02-01,胶合板工,7919,Woodworkers and Related Trades Workers,7,10,9,0.45,0.657,0.56,3,4,3,0.45,0,45,60,30,1,2,0,0,unmatched
6-06-02-02,纤维板工,8140,Woodworking Machine Operators,8,10,9,0.431,0.652,0.5965,3,4,3,0.431,0,65,45,30,1,2,0,0,unmatched
6-06-02-03,刨花板工,8133,Woodworking machine operators,8,10,9,0.4075,0.6945,0.5865,3,4,3,0.4075,0,45,60,30,1,2,0,0,unmatched
6-06-02-04,浸渍纸层压板工,7919,"Plant and Machine Operators, Not Elsewhere Classified",7,10,9,0.3105,0.7285,0.677,2,4,4,0.3105,0,55,40,30,1,2,0,0,unmatched
6-06-02-05,人造板饰面工,7919,Woodworkers and Related Trades Workers,7,10,9,0.3565,0.7145,0.6365,2,4,4,0.3565,0,55,45,30,1,2,0,0,unmatched
6-06-03-01,手工木工,7412,Carpenters and Joiners,7,10,9,0.308,0.587,0.692,2,3,4,0.308,0,65,75,40,1,3,0,0,verified
6-06-03-02,机械木工,7412,Woodworkers,7,10,9,0.4405,0.7535,0.6305,3,4,4,0.4405,0,65,45,30,1,2,0,0,verified
6-06-03-03,木地板制造工,7412,Woodworkers,7,10,9,0.485,0.67,0.52,3,4,3,0.485,0,45,60,30,1,2,0,0,verified
6-06-04-00,家具制作工,7412,Woodworkers,7,10,9,0.338,0.6535,0.6725,2,4,4,0.338,0,65,75,40,1,3,0,0,verified
6-07-01-01,制浆工,8134,Papermaking and pulp processing machine operators,8,10,9,0.4445,0.7505,0.513,3,4,3,0.4445,0,65,45,30,0,0,0,0,unmatched
6-07-01-02,制浆废液回收利用工L,3123,Chemical plant operators,3,10,9,0.336,0.7045,0.677,2,4,4,0.336,0,65,45,60,1,2,0,0,verified
6-07-01-03,造纸工,8134,Papermaking and Printing Machine Operators,8,10,9,0.4175,0.7065,0.59,3,4,3,0.4175,0,55,40,35,1,2,0,0,unmatched
6-07-01-04,纸张整饰工,7919,Paper and Paper Products Workers,7,10,9,0.3825,0.674,0.5625,3,4,3,0.3825,0,45,35,20,1,2,0,0,unmatched
6-07-01-05,宣纸书画纸制作工,7413,Paper and Paper Products Maker,7,10,9,0.3285,0.5845,0.6715,2,3,4,0.3285,0,65,45,30,1,3,0,0,verified
6-07-02-00,纸箱纸盒制作工,8140,Paper and allied products machine operators,8,10,9,0.373,0.722,0.659,2,4,4,0.373,0,45,55,30,1,2,0,0,unmatched
6-08-01-01,印前处理和制作员,3431,Graphic and multimedia designers,3,10,9,0.419,0.646,0.581,3,4,3,0.419,0,65,25,60,1,3,0,0,verified
6-08-01-02,印刷操作员,7919,Printing and Related Trades Workers,7,10,9,0.43,0.645,0.5215,3,4,3,0.43,0,55,40,30,1,2,0,0,unmatched
6-08-01-03,印后制作员,7919,Printing and Related Trades Workers,7,10,9,0.44,0.699,0.52,3,4,3,0.44,0,45,60,30,1,2,0,0,unmatched
6-08-02-00,音像制品和电子出版物复制员,7920,Printing and related trade workers,7,10,9,0.467,0.719,0.533,3,4,3,0.467,0,55,40,30,1,2,0,0,unmatched
6-09-01-01,自来水笔制造工,7419,Other Craft and Related Trades Workers,7,10,9,0.395,0.7,0.615,3,4,3,0.395,0,45,35,20,1,2,0,0,unmatched
6-09-01-02,圆珠笔制造工,8130,Metalworking and plasticworking machine operators,8,10,9,0.5925,0.672,0.471,3,4,3,0.5925,0,45,35,20,1,2,0,0,unmatched
6-09-01-03,铅笔制造工,8130,Woodworking Machine Operators,8,10,9,0.495,0.765,0.499,3,4,3,0.495,0,45,60,30,0,0,0,0,unmatched
6-09-01-04,毛笔制作工,7413,Artisans and Craft Workers,7,10,9,0.286,0.5615,0.719,2,3,4,0.286,0,45,60,30,0,0,0,0,verified
6-09-01-05,记号笔制造工,8130,Painters and glaziers,8,10,9,0.466,0.6995,0.544,3,4,3,0.466,0,45,60,30,0,0,0,0,unmatched
6-09-01-06,墨制作工,7412,Artisans and Craft Workers,7,10,9,0.3325,0.61,0.6685,2,3,4,0.3325,0,65,45,30,1,3,0,0,verified
6-09-01-07,墨水墨汁制造工,7919,Chemical and related plant operators not elsewhere classified,7,10,9,0.382,0.7475,0.618,3,4,3,0.382,0,65,45,30,0,0,0,0,unmatched
6-09-01-08,绘图仪器制作工,7419,Other Craft and Related Trades Workers,7,10,9,0.444,0.708,0.561,3,4,3,0.444,0,65,15,70,1,3,0,0,unmatched
6-09-01-09,印泥制作工,7126,"Painters, decorators and glaziers",7,10,9,0.355,0.712,0.605,2,4,3,0.355,0,45,60,30,1,2,0,0,verified
6-09-02-01,钢琴及键盘乐器制作工,7412,Musicians,7,10,9,0.3595,0.527,0.6405,2,3,4,0.3595,0,75,40,30,1,2,0,0,verified
6-09-02-02,提琴吉他制作工,7412,Musicians,7,10,9,0.332,0.6275,0.668,2,4,4,0.332,0,75,60,40,1,3,0,0,verified
6-09-02-03,管乐器制作工,7412,Musical Instrument Makers and Repairers,7,10,9,0.511,0.746,0.669,3,4,4,0.511,0,72,45,65,1,3,0,0,verified
6-09-02-04,民族拉弦弹拨乐器制作工,7413,Musicians,7,9,9,0.217,0.525,0.708,2,3,4,0.217,0,75,60,40,1,3,0,0,verified
6-09-02-05,吹奏乐器制作工,7412,Musicians and Singers,7,10,9,0.3965,0.6285,0.642,3,4,4,0.3965,0,65,15,70,1,3,0,0,verified
6-09-02-06,打击乐器制作工,7413,Musicians,7,10,9,0.5,0.6025,0.5775,3,3,3,0.5,0,65,45,30,1,3,0,0,verified
6-09-02-07,电鸣乐器制作工,7412,Musicians and Singers,7,10,9,0.34,0.632,0.605,2,4,3,0.34,0,65,45,30,1,2,0,0,verified
6-09-03-01,工艺品雕刻工,7412,Artisans,7,10,9,0.4785,0.6715,0.504,3,4,3,0.4785,0,65,15,70,1,3,0,0,verified
6-09-03-02,雕塑翻制工,7412,Artistic Craftsmen,7,10,9,0.4425,0.78,0.685,3,4,4,0.4425,0,65,45,30,1,2,0,0,verified
6-09-03-03,陶瓷工艺品制作师,7413,Artisan Craft Workers,7,10,9,0.354,0.609,0.646,2,3,4,0.354,0,65,45,30,1,3,0,0,verified
6-09-03-04,景泰蓝制作工,7412,Artisans and craft workers,7,10,9,0.293,0.5415,0.707,2,3,4,0.293,0,65,45,30,1,3,0,0,verified
6-09-03-05,金属摆件制作工,7412,Artisans and Craft Workers,7,10,9,0.45,0.668,0.546,3,4,3,0.45,0,65,15,70,1,3,0,0,verified
6-09-03-06,漆器制作工,7412,Artisans and Craft Workers,7,10,9,0.272,0.593,0.738,2,3,4,0.272,0,65,15,70,1,3,0,0,verified
6-09-03-07,壁画制作工,7126,Painters and decorators,7,10,9,0.408,0.6085,0.598,3,3,3,0.408,0,65,45,70,1,3,0,0,verified
6-09-03-08,版画制作工,7412,Printing and related trade workers,7,10,9,0.418,0.614,0.594,3,3,3,0.418,0,65,45,30,1,3,0,0,verified
6-09-03-09,人造花制作工,7412,Artistic craft workers,7,10,9,0.35,0.628,0.67,2,4,4,0.35,0,45,60,30,0,0,0,0,verified
6-09-03-10,工艺画制作工,7412,Painters and decorators,7,10,9,0.394,0.627,0.519,3,4,3,0.394,0,65,15,70,1,3,0,0,verified
6-09-03-11,抽纱刺绣工,7412,"Textile, Garment and Related Trades Workers",7,10,9,0.628,0.655,0.372,4,4,2,0.628,0,65,15,70,1,3,0,0,verified
6-09-03-12,手工地毯制作工,7126,"Textile, garment and related craft workers",7,10,9,0.3255,0.5625,0.6745,2,3,4,0.3255,0,65,15,70,1,3,0,0,verified
6-09-03-13,机制地毯制作工,8134,"Textile, garment and related trades workers",8,10,9,0.5025,0.751,0.4775,3,4,3,0.5025,0,45,35,30,0,0,0,0,unmatched
6-09-03-14,宝石琢磨工,7412,Jewelers and Precious Stone and Metal Workers,7,10,9,0.4585,0.7945,0.5815,3,4,3,0.4585,0,72,45,60,1,3,0,0,verified
6-09-03-15,贵金属首饰制作工,7412,Jewellers and Goldsmiths,7,10,9,0.442,0.6405,0.594,3,4,3,0.442,0,65,15,70,1,3,0,0,verified
6-09-03-16,装裱师,7412,Artisans and craft workers,7,10,9,0.453,0.6625,0.578,3,4,3,0.453,0,65,15,70,1,3,0,0,verified
6-09-03-17,民间工艺品制作工,7412,Artisans,7,10,9,0.435,0.6575,0.5785,3,4,3,0.435,0,65,15,70,1,3,0,0,verified
6-09-03-18,剧装工,7412,Costume makers,7,10,9,0.3675,0.7,0.695,2,4,4,0.3675,0,65,45,70,1,3,0,0,verified
6-09-03-19,民间工艺品艺人,2149,Artists and related professionals not elsewhere classified,2,10,9,0.4155,0.59,0.619,3,3,3,0.4155,0,65,40,70,1,3,0,0,unmatched
