Code / 代码,Name (CN) / 名称 (中文),ISCO-08 Code / ISCO-08 代码,ISCO-08 Title (EN) / ISCO-08 英文名称,Task Count / 任务数量,KSA Count / KSA 数量,Avg Substitutivity / 平均替代性,Avg Augmentation / 平均增强性,Avg Complementarity / 平均互补性,Cognitive Req / 认知门槛,Physical Intensity / 体力强度,Language Intensity / 语言强度
6-21-03-00,缝制机械装配调试工,VERIFIED,Matched in ISCO-08 reference,10,9,0.53,0.68,0.55,55,45,30
6-21-04-01,电子专用设备装调工,VERIFIED,Matched in ISCO-08 reference,10,9,0.30,0.60,0.67,65,45,30
6-21-04-02,真空测试工,VERIFIED,Matched in ISCO-08 reference,10,9,0.51,0.66,0.65,65,35,40
6-21-05-01,拖拉机制造工,VERIFIED,Matched in ISCO-08 reference,10,9,0.53,0.68,0.51,55,60,45
6-21-05-02,耕种机械制造工,VERIFIED,Matched in ISCO-08 reference,10,9,0.42,0.70,0.72,65,45,70
6-21-05-03,灌溉机械制造工,VERIFIED,Matched in ISCO-08 reference,10,9,0.40,0.73,0.66,65,45,30
6-21-05-04,收获机械制造工,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.70,0.58,55,45,40
6-21-06-01,医疗器械装配工,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.68,0.62,65,15,70
6-21-06-02,矫形器装配工,VERIFIED,Matched in ISCO-08 reference,10,9,0.51,0.67,0.51,65,45,70
6-21-06-03,假肢装配工,VERIFIED,Matched in ISCO-08 reference,10,9,0.41,0.63,0.61,65,45,70
6-21-06-04,医用材料产品生产工,8130,Metal and plastic products machine operators and tending workers,10,9,0.39,0.56,0.68,45,35,20
6-22-01-01,汽车生产线操作工,VERIFIED,Matched in ISCO-08 reference,10,9,0.28,0.70,0.74,45,60,30
6-22-01-02,汽车饰件制造工,7919,"Plant and Machine Operators, Not Elsewhere Classified",10,9,0.45,0.64,0.59,45,35,20
6-22-01-03,汽车零部件再制造工L,VERIFIED,Matched in ISCO-08 reference,10,9,0.40,0.71,0.65,65,45,30
6-22-02-01,汽车装调工,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.67,0.61,65,45,30
6-22-02-02,汽车回收拆解工L,7911,Motor vehicle and motorcycle repairers,10,9,0.46,0.68,0.56,45,85,30
6-23-01-01,铁路机车制修工,VERIFIED,Matched in ISCO-08 reference,10,9,0.36,0.60,0.62,65,45,60
6-23-01-02,铁路车辆制修工,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.67,0.68,65,45,60
6-23-01-03,动车组制修师,VERIFIED,Matched in ISCO-08 reference,10,9,0.37,0.59,0.64,72,45,65
6-23-01-04,铁路机车车辆制动钳工,VERIFIED,Matched in ISCO-08 reference,10,9,0.39,0.67,0.69,65,45,30
6-23-01-05,道岔钳工,VERIFIED,Matched in ISCO-08 reference,10,9,0.30,0.52,0.68,65,75,40
6-23-02-01,金属船体制造工,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.69,0.68,65,85,40
6-23-02-02,船舶机械装配工,VERIFIED,Matched in ISCO-08 reference,10,9,0.32,0.68,0.70,65,75,40
6-23-02-03,船舶电气装配工,VERIFIED,Matched in ISCO-08 reference,10,9,0.32,0.62,0.69,65,75,40
6-23-02-04,船舶附件制造工,VERIFIED,Matched in ISCO-08 reference,10,9,0.39,0.61,0.64,55,75,30
6-23-02-05,船舶木塑帆缆制造工,7919,Craft and Related Trades Workers Not Elsewhere Classified,10,9,0.57,0.62,0.45,45,60,30
6-23-02-06,拆船工L,7130,Building frame and related trades workers,10,9,0.38,0.69,0.65,65,85,40
6-23-03-01,飞机装配工,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.65,0.60,65,45,30
6-23-03-02,飞机系统安装调试工,VERIFIED,Matched in ISCO-08 reference,10,9,0.38,0.65,0.67,65,45,70
6-23-03-03,航空发动机装配工,VERIFIED,Matched in ISCO-08 reference,10,9,0.50,0.67,0.60,65,45,30
6-23-03-04,航空螺旋桨装配工,VERIFIED,Matched in ISCO-08 reference,10,9,0.53,0.65,0.57,65,45,60
6-23-03-05,航空电气安装调试工,VERIFIED,Matched in ISCO-08 reference,10,9,0.32,0.60,0.68,65,45,30
6-23-03-06,航空附件装配工,VERIFIED,Matched in ISCO-08 reference,10,9,0.39,0.70,0.67,65,45,70
6-23-03-07,航空仪表装配工,VERIFIED,Matched in ISCO-08 reference,10,9,0.42,0.71,0.61,65,45,30
6-23-03-08,航空装配平衡工,VERIFIED,Matched in ISCO-08 reference,10,9,0.56,0.68,0.55,65,45,30
6-23-03-09,飞机无线电设备安装调试工,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.67,0.66,65,35,40
6-23-03-10,飞机雷达安装调试工,VERIFIED,Matched in ISCO-08 reference,10,9,0.34,0.64,0.67,65,45,30
6-23-03-11,飞机特种设备检测与修理工,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.68,0.72,72,45,60
6-23-03-12,飞机透明件制造胶接装配工,7919,Plant and Machine Operators and Assemblers Not Elsewhere Classified,10,9,0.52,0.70,0.47,65,15,70
6-23-03-13,飞机外场调试与维护工,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.55,0.54,72,45,60
6-23-03-14,航空环控救生装备工,VERIFIED,Matched in ISCO-08 reference,10,9,0.50,0.67,0.48,55,40,30
6-23-03-15,无人机装调检修工,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.70,0.73,65,45,60
6-23-04-01,摩托车装调工,VERIFIED,Matched in ISCO-08 reference,10,9,0.42,0.72,0.70,65,45,55
6-23-04-02,自行车与电动自行车装配工,7919,Skilled Agricultural and Forestry Workers,10,9,0.40,0.71,0.65,45,60,30
6-24-01-00,电机制造工,VERIFIED,Matched in ISCO-08 reference,10,9,0.51,0.74,0.65,65,45,30
6-24-02-01,变压器互感器制造工,7919,Electrical and Electronics Trades Workers Not Elsewhere Classified,10,9,0.39,0.66,0.68,65,45,30
6-24-02-02,高低压电器及成套设备装配工,VERIFIED,Matched in ISCO-08 reference,10,9,0.42,0.72,0.59,65,45,30
6-24-02-03,电力电容器及其装置制造工,8134,Electrical and electronic trades assistants,10,9,0.42,0.66,0.60,45,35,30
6-24-02-04,光伏组件制造工L,8130,Electrical and electronics trades workers,10,9,0.47,0.72,0.57,45,35,30
6-24-03-01,电线电缆制造工,7919,Metal and Plastic Workers Not Elsewhere Classified,9,9,0.42,0.58,0.57,45,60,30
6-24-03-02,光纤光缆制造工,8130,Electrical and electronics trade workers,10,9,0.34,0.62,0.67,55,40,30
6-24-03-03,绝缘制品制造工,7919,"Plant and Machine Operators, Not Elsewhere Classified",10,9,0.45,0.73,0.51,55,40,35
6-24-03-04,电工合金电触头制造工,7919,Metal and Plastic Workers Not Elsewhere Classified,10,9,0.39,0.61,0.61,65,35,40
6-24-03-05,电器附件制造工,8130,Metalworking and plasticworking machine operators,10,9,0.34,0.59,0.64,45,35,20
6-24-04-00,电池制造工,8130,Electrical and Electronics Trades Assistants,10,9,0.38,0.70,0.69,65,35,40
6-24-05-01,家用电冰箱制造工,7919,Metal and Plastic Workers Not Elsewhere Classified,10,9,0.40,0.73,0.60,45,60,30
6-24-05-02,空调器制造工,7919,"Plant and Machine Operators, Not Elsewhere Classified",10,9,0.41,0.69,0.65,45,60,30
6-24-05-03,洗衣机制造工,7919,"Plant and Machine Operators, Not Elsewhere Classified",10,9,0.39,0.66,0.66,45,55,30
6-24-05-04,小型家用电器制造工,8130,Electrical and electronics trades workers,10,9,0.37,0.68,0.61,45,35,30
6-24-06-00,燃气具制造工,7919,Metal and Plastic Workers Not Elsewhere Classified,10,9,0.40,0.60,0.65,65,45,30
6-24-07-01,电光源制造工,8130,Electrical and electronic trades workers,10,9,0.36,0.70,0.62,45,60,30
6-24-07-02,灯具制造工,7919,Metal and plastic workers and related trades workers not elsewhere classified,10,9,0.55,0.74,0.49,55,45,60
6-24-08-00,轨道交通通信信号设备制造工,VERIFIED,Matched in ISCO-08 reference,10,9,0.55,0.72,0.51,65,35,40
6-25-01-01,电容器制造工,8130,Electrical and electronic trades assistants,10,9,0.43,0.68,0.72,45,35,40
6-25-01-02,电阻器制造工,7919,Electrical and electronic trades workers not elsewhere classified,10,9,0.44,0.77,0.73,55,40,30
6-25-01-03,微波铁氧体元器件制造工,7919,Metal and Plastic Workers Not Elsewhere Classified,10,9,0.45,0.72,0.56,65,35,40
6-25-01-16,电子绝缘与介质材料制造工,7919,Electrical and Electronic Trades Workers not elsewhere classified,10,9,0.53,0.67,0.49,55,45,30
6-29-03-09,轨道交通通信工,VERIFIED,Matched in ISCO-08 reference,10,9,0.39,0.62,0.67,65,35,70
6-29-02-15,管道工,VERIFIED,Matched in ISCO-08 reference,10,9,0.36,0.68,0.65,45,85,30
6-25-01-04,石英晶体生长设备操作工,8130,Chemical plant and mineral processing machine operators,10,9,0.44,0.69,0.64,65,35,40
6-25-01-05,压电石英晶片加工工,8130,Metal and plastic products machine operators,10,9,0.47,0.61,0.56,45,30,25
6-25-01-06,石英晶体元器件制造工,7919,Electrical and electronic trades workers not elsewhere classified,10,9,0.41,0.68,0.62,55,40,30
6-25-01-07,电声器件制造工,8130,Electrical and Electronics Trades Assistants,10,9,0.47,0.73,0.62,45,60,30
6-25-01-08,水声换能器制造工,VERIFIED,Matched in ISCO-08 reference,10,9,0.55,0.66,0.50,55,45,30
6-25-01-09,继电器制造工,8130,Electrical and electronics trades workers,10,9,0.51,0.79,0.50,45,60,30
6-25-01-10,高频电感器制造工,8130,Electrical and Electronic Trades Assistants,10,9,0.50,0.68,0.57,45,35,20
6-25-01-11,电器接插件制造工,8130,Electrical and electronic trades workers,10,9,0.53,0.71,0.72,45,35,20
6-25-01-13,印制电路制作工,7920,Electrical and Electronics Trades Workers,10,9,0.43,0.76,0.57,55,40,30
6-25-01-14,薄膜加热器件制造工,7911,Electrical and Electronics Trades Assistants,10,9,0.43,0.70,0.57,55,40,30
6-25-01-15,温差电器件制造工,7919,Electrical and electronic trades workers not elsewhere classified,10,9,0.47,0.75,0.52,65,45,30
6-25-02-01,真空电子器件零件制造及装调工,7919,Metal and Plastic Workers Not Elsewhere Classified,10,9,0.53,0.72,0.47,65,45,30
6-25-02-02,电极丝制造工,8130,Metalworking and plasticworking machine operators,10,9,0.40,0.70,0.56,45,30,20
6-25-02-03,液晶显示器件制造工,7919,Electrical and electronic trades workers not elsewhere classified,10,9,0.30,0.65,0.67,65,25,40
6-25-02-04,晶片加工工,7920,Metal and plastic workers and related trade workers,10,9,0.44,0.70,0.55,65,35,40
6-25-02-05,半导体芯片制造工,3119,Science and Engineering Professionals Not Elsewhere Classified,10,9,0.36,0.65,0.70,72,25,45
6-25-02-06,半导体分立器件和集成电路装调工,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.77,0.51,65,15,70
6-25-02-07,磁头制造工,8134,Electrical and electronic trades assistants,10,9,0.57,0.78,0.57,45,60,30
6-25-03-00,计算机及外部设备装配调试员,VERIFIED,Matched in ISCO-08 reference,10,9,0.40,0.72,0.63,65,45,70
6-25-04-01,通信系统设备制造工,VERIFIED,Matched in ISCO-08 reference,10,9,0.44,0.61,0.61,65,35,60
6-25-04-02,通信终端设备制造工,8130,Electrical and electronics trades workers,10,9,0.43,0.71,0.60,55,45,60
6-25-04-03,雷达装调工,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.61,0.57,65,35,40
6-25-04-04,激光设备安装调试员,3139,Engineering professionals not elsewhere classified,10,9,0.52,0.72,0.53,68,25,65
6-25-04-05,智能硬件装调员,VERIFIED,Matched in ISCO-08 reference,10,9,0.43,0.69,0.57,65,35,45
6-25-04-06,电子设备机械装校工,VERIFIED,Matched in ISCO-08 reference,10,9,0.49,0.73,0.57,65,45,30
6-25-04-07,电子设备装接工,7919,Electrical and electronic trades workers not elsewhere classified,10,9,0.44,0.76,0.73,45,60,30
6-25-04-08,电子设备调试工,VERIFIED,Matched in ISCO-08 reference,10,9,0.35,0.55,0.61,65,35,40
6-25-04-09,物联网安装调试员,3139,Information and communications technology technicians not elsewhere classified,10,9,0.53,0.67,0.51,65,45,60
6-26-01-01,仪器仪表制造工,VERIFIED,Matched in ISCO-08 reference,10,9,0.43,0.68,0.57,65,15,70
6-26-01-02,钟表及计时仪器制造工,7419,Other Craft and Related Trades Workers,10,9,0.45,0.68,0.55,65,40,30
6-27-01-00,再生物资加工处理工L,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.70,0.53,45,85,30
6-28-03-02,水供应输排工L,VERIFIED,Matched in ISCO-08 reference,10,9,0.53,0.68,0.47,55,75,40
6-31-06-00,安全员,3339,Safety and Health Inspectors,10,9,0.53,0.72,0.49,65,35,70
6-30-05-04,索道运输机械操作工,VERIFIED,Matched in ISCO-08 reference,10,9,0.54,0.71,0.64,65,35,40
6-28-01-01,锅炉运行值班员,VERIFIED,Matched in ISCO-08 reference,10,9,0.50,0.69,0.52,65,35,40
6-28-01-02,燃料值班员,7919,"Plant and Machine Operators, Not Elsewhere Classified",10,9,0.51,0.74,0.60,65,35,60
6-28-01-03,汽轮机运行值班员,3119,Engineering professionals not elsewhere classified,10,9,0.51,0.77,0.79,72,35,65
6-28-01-04,燃气轮机值班员,3119,Engineering Professionals Not Elsewhere Classified,10,9,0.32,0.69,0.70,72,25,65
6-28-01-05,发电集控值班员,3126,Power Station Stationary Engineers,10,9,0.60,0.73,0.72,75,20,65
6-28-01-06,电气值班员,VERIFIED,Matched in ISCO-08 reference,10,9,0.46,0.72,0.61,72,35,65
6-28-01-07,火电厂氢冷值班员,VERIFIED,Matched in ISCO-08 reference,10,9,0.40,0.66,0.57,65,45,60
6-28-01-08,余热余压利用系统操作工L,VERIFIED,Matched in ISCO-08 reference,10,9,0.36,0.65,0.70,65,40,60
6-28-01-09,水力发电运行值班员L,3126,Electrical and electronics engineering technicians,10,9,0.51,0.76,0.63,72,35,65
6-28-01-10,光伏发电运维值班员L,VERIFIED,Matched in ISCO-08 reference,10,9,0.53,0.70,0.64,65,40,60
6-28-01-11,锅炉操作工,8134,Stationary Engine and Machine Operators,10,9,0.45,0.73,0.61,65,45,30
6-28-01-12,风力发电运维值班员L,VERIFIED,Matched in ISCO-08 reference,10,9,0.38,0.57,0.64,65,75,40
6-28-01-13,供热管网系统运行工,VERIFIED,Matched in ISCO-08 reference,10,9,0.43,0.67,0.68,65,45,70
6-28-01-14,变配电运行值班员,3139,Electrical and Electronics Engineering Technicians,10,9,0.51,0.80,0.59,72,35,65
6-28-01-15,继电保护员,3139,Electrical and electronics engineering technicians not elsewhere classified,10,9,0.37,0.71,0.72,75,40,65
6-28-02-01,燃气储运工,3139,Engineering Professionals Not Elsewhere Classified,10,9,0.52,0.73,0.62,65,45,55
6-28-02-02,气体深冷分离工,3119,Engineering Professionals Not Elsewhere Classified,10,9,0.55,0.76,0.47,65,25,40
6-28-02-03,工业气体生产工,3119,Science and Engineering Technicians Not Elsewhere Classified,10,9,0.60,0.75,0.80,65,45,60
6-28-02-04,工业气体液化工,3119,Engineering Technicians and Associate Professionals Not Elsewhere Classified,10,9,0.40,0.70,0.58,65,25,40
6-28-02-05,工业废气治理工L,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.70,0.72,65,45,60
6-28-02-06,压缩机操作工,8134,Stationary Engine and Machine Operators,10,9,0.40,0.61,0.59,55,40,35
6-28-02-07,风机操作工,8130,Stationary Engine and Machine Operators,10,9,0.44,0.72,0.56,65,40,35
6-28-03-01,水生产处理工L,VERIFIED,Matched in ISCO-08 reference,10,9,0.38,0.69,0.62,55,40,30
6-28-03-03,工业废水处理工L,3126,Environmental Protection Technicians,10,9,0.39,0.72,0.61,65,45,30
6-28-03-04,司泵工,8130,Plant and Machine Operators,10,9,0.47,0.67,0.53,55,45,40
6-28-03-05,管廊运维员L,VERIFIED,Matched in ISCO-08 reference,10,9,0.52,0.68,0.66,65,45,60
6-29-01-01,砌筑工,VERIFIED,Matched in ISCO-08 reference,10,9,0.35,0.59,0.63,45,85,30
6-29-01-02,石工,VERIFIED,Matched in ISCO-08 reference,10,9,0.36,0.70,0.59,65,85,40
6-29-01-03,混凝土工,VERIFIED,Matched in ISCO-08 reference,10,9,0.30,0.58,0.70,45,85,30
6-29-01-04,钢筋工,VERIFIED,Matched in ISCO-08 reference,10,9,0.27,0.61,0.70,45,85,30
6-29-01-05,架子工,VERIFIED,Matched in ISCO-08 reference,10,9,0.31,0.67,0.68,45,90,30
6-29-01-06,装配式建筑施工员,VERIFIED,Matched in ISCO-08 reference,10,9,0.43,0.74,0.57,65,15,70
6-29-01-07,乡村建设工匠,7110,Building and Related Trades Workers,10,9,0.28,0.56,0.72,45,85,60
6-29-02-01,铁路自轮运转设备工,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.68,0.62,65,40,60
6-29-02-02,铁路线桥工,VERIFIED,Matched in ISCO-08 reference,10,9,0.54,0.68,0.63,65,85,40
6-29-02-03,筑路工,7120,Building and Related Trades Workers,10,9,0.47,0.66,0.64,45,85,55
6-29-02-04,公路养护工,VERIFIED,Matched in ISCO-08 reference,10,9,0.41,0.68,0.64,45,75,30
6-29-02-05,桥隧工,VERIFIED,Matched in ISCO-08 reference,10,9,0.40,0.60,0.63,65,85,40
6-29-02-06,凿岩工,VERIFIED,Matched in ISCO-08 reference,10,9,0.38,0.61,0.63,55,85,40
6-29-02-07,爆破工,VERIFIED,Matched in ISCO-08 reference,10,9,0.30,0.67,0.72,65,85,40
6-29-02-08,防水工,VERIFIED,Matched in ISCO-08 reference,10,9,0.40,0.61,0.64,65,85,40
6-29-02-09,水运工程施工工,VERIFIED,Matched in ISCO-08 reference,10,9,0.48,0.68,0.53,65,85,45
6-29-02-10,水工建构筑物维护检修工,VERIFIED,Matched in ISCO-08 reference,10,9,0.43,0.67,0.59,65,75,40
6-29-02-11,电力电缆安装运维工,VERIFIED,Matched in ISCO-08 reference,9,9,0.43,0.81,0.57,65,85,40
6-29-02-12,送配电线路工,VERIFIED,Matched in ISCO-08 reference,10,9,0.39,0.56,0.65,65,85,40
6-29-02-13,牵引电力线路安装维护工,VERIFIED,Matched in ISCO-08 reference,10,9,0.37,0.67,0.62,65,85,40
6-29-02-14,舟桥工,VERIFIED,Matched in ISCO-08 reference,10,9,0.31,0.57,0.67,55,85,40
6-29-02-16,铁路综合维修工,VERIFIED,Matched in ISCO-08 reference,10,9,0.44,0.62,0.56,65,85,40
6-29-02-17,城市轨道交通检修工,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.72,0.64,65,45,60
6-29-03-01,机械设备安装工,VERIFIED,Matched in ISCO-08 reference,10,9,0.40,0.61,0.62,65,75,40
6-29-03-02,电气设备安装工,VERIFIED,Matched in ISCO-08 reference,10,9,0.39,0.73,0.65,65,45,30
6-29-03-03,电梯安装维修工,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.73,0.55,65,75,40
6-29-03-04,管工,VERIFIED,Matched in ISCO-08 reference,10,9,0.32,0.66,0.72,65,75,40
6-29-03-05,制冷空调系统安装维修工,7423,Heating and Air Conditioning Installers and Repairers,10,9,0.40,0.61,0.60,65,75,40
6-29-03-06,锅炉设备安装工,VERIFIED,Matched in ISCO-08 reference,10,9,0.33,0.68,0.66,65,85,40
6-29-03-07,发电设备安装工,VERIFIED,Matched in ISCO-08 reference,10,9,0.49,0.72,0.60,65,75,40
6-29-03-08,电力电气设备安装工,VERIFIED,Matched in ISCO-08 reference,10,9,0.39,0.58,0.58,65,45,30
6-29-03-10,轨道交通信号工,3126,Railway and tram station staff,10,9,0.37,0.57,0.61,65,35,40
6-29-04-01,装饰装修工,VERIFIED,Matched in ISCO-08 reference,10,9,0.32,0.62,0.66,45,85,30
6-29-04-02,建筑门窗幕墙安装工,7119,Building and related trades workers not elsewhere classified,10,9,0.36,0.68,0.58,45,75,30
6-29-04-03,照明工程施工员,VERIFIED,Matched in ISCO-08 reference,10,9,0.38,0.71,0.62,65,45,70
6-29-05-00,古建筑工,VERIFIED,Matched in ISCO-08 reference,10,9,0.42,0.60,0.58,72,85,60
6-30-01-00,专用车辆驾驶员,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.75,0.57,65,45,70
6-30-02-01,铁路车站行车作业员,VERIFIED,Matched in ISCO-08 reference,10,9,0.37,0.80,0.68,72,25,68
6-30-02-03,机车调度值班员,VERIFIED,Matched in ISCO-08 reference,10,9,0.44,0.70,0.56,75,20,65
6-30-02-04,机车整备员,VERIFIED,Matched in ISCO-08 reference,10,9,0.40,0.64,0.59,55,60,45
6-30-02-05,救援机械操作员,VERIFIED,Matched in ISCO-08 reference,10,9,0.36,0.66,0.65,72,65,55
6-30-02-06,铁路试验检测设备维修工,VERIFIED,Matched in ISCO-08 reference,10,9,0.32,0.70,0.68,65,45,55
6-30-02-07,铁路电源工,VERIFIED,Matched in ISCO-08 reference,10,9,0.38,0.68,0.64,65,40,55
6-30-03-01,航空通信导航监视员,3126,Telecommunications Engineering Technician,10,9,0.39,0.71,0.68,75,25,70
6-30-03-02,民航机场专用设备机务员,VERIFIED,Matched in ISCO-08 reference,10,9,0.44,0.70,0.69,65,45,60
6-30-03-03,航空油料员,VERIFIED,Matched in ISCO-08 reference,10,9,0.35,0.70,0.69,65,45,70
6-30-04-01,船舶甲板设备操作工,8319,Ships' deck officers and other maritime personnel,10,9,0.44,0.70,0.61,65,75,60
6-30-04-02,船舶机舱设备操作工,VERIFIED,Matched in ISCO-08 reference,10,9,0.41,0.68,0.67,65,45,60
6-30-04-03,船闸及升船机运管员,VERIFIED,Matched in ISCO-08 reference,10,9,0.47,0.64,0.53,65,35,70
6-30-04-04,潜水员,VERIFIED,Matched in ISCO-08 reference,10,9,0.33,0.60,0.68,72,85,45
6-30-05-01,起重装卸机械操作工,VERIFIED,Matched in ISCO-08 reference,10,9,0.55,0.69,0.61,65,15,70
6-30-05-02,起重工,VERIFIED,Matched in ISCO-08 reference,10,9,0.35,0.60,0.61,65,75,40
6-30-05-03,输送机操作工,8319,"Plant and Machine Operators, Not Elsewhere Classified",10,9,0.39,0.61,0.64,45,35,20
6-30-05-05,挖掘铲运和桩工机械司机,VERIFIED,Matched in ISCO-08 reference,10,9,0.39,0.57,0.58,65,45,30
6-31-01-01,设备点检员,VERIFIED,Matched in ISCO-08 reference,10,9,0.48,0.68,0.61,65,25,60
6-31-01-02,机修钳工,VERIFIED,Matched in ISCO-08 reference,10,9,0.36,0.67,0.65,65,45,30
6-31-01-03,电工,VERIFIED,Matched in ISCO-08 reference,10,9,0.53,0.79,0.52,65,75,45
6-31-01-04,仪器仪表维修工,VERIFIED,Matched in ISCO-08 reference,10,9,0.56,0.69,0.55,65,35,40
6-31-01-05,锅炉设备检修工,VERIFIED,Matched in ISCO-08 reference,10,9,0.36,0.62,0.61,65,75,40
6-31-01-06,汽轮机和水轮机检修工,VERIFIED,Matched in ISCO-08 reference,10,9,0.39,0.55,0.57,65,45,60
6-31-01-07,电机检修工,VERIFIED,Matched in ISCO-08 reference,10,9,0.34,0.67,0.65,65,45,30
6-31-01-08,变电设备检修工,VERIFIED,Matched in ISCO-08 reference,10,9,0.43,0.63,0.57,65,45,30
6-31-01-09,工程机械维修工,VERIFIED,Matched in ISCO-08 reference,10,9,0.42,0.64,0.64,65,75,40
6-31-01-10,机电设备维修工,VERIFIED,Matched in ISCO-08 reference,10,9,0.42,0.70,0.68,65,45,60
6-31-02-01,船舶修理工,VERIFIED,Matched in ISCO-08 reference,10,9,0.42,0.70,0.60,65,75,40
6-31-02-02,航空器机械维护员,VERIFIED,Matched in ISCO-08 reference,10,9,0.45,0.73,0.61,72,45,68
6-31-02-03,航空器部件修理工,VERIFIED,Matched in ISCO-08 reference,10,9,0.43,0.62,0.70,65,45,60
6-31-02-04,航空发动机修理工,VERIFIED,Matched in ISCO-08 reference,10,9,0.42,0.64,0.57,72,45,60
6-31-02-05,航空器外场维护员,VERIFIED,Matched in ISCO-08 reference,10,9,0.40,0.71,0.57,65,45,70
6-31-03-01,化学检验员,3126,Chemical technicians,10,9,0.39,0.64,0.61,65,25,60
6-31-03-02,物理性能检验员,3126,Physical and earth science technicians,10,9,0.42,0.62,0.54,65,35,40
6-31-03-03,生化检验员,VERIFIED,Matched in ISCO-08 reference,10,9,0.43,0.73,0.72,72,25,65
6-31-03-04,无损检测员,3126,Engineering Technicians and Associate Professionals,10,9,0.48,0.68,0.52,65,35,60
6-31-03-05,质检员,3126,Quality Control Inspectors,10,9,0.41,0.73,0.58,65,35,60
6-31-03-06,试验员,VERIFIED,Matched in ISCO-08 reference,10,9,0.53,0.69,0.59,65,35,60
6-31-04-00,称重计量工,VERIFIED,Matched in ISCO-08 reference,10,9,0.53,0.74,0.65,45,30,55
6-31-05-00,包装工,9414,Packers,10,9,0.44,0.76,0.64,35,45,20
6-31-07-01,工业机器人系统运维员S,VERIFIED,Matched in ISCO-08 reference,10,9,0.48,0.80,0.60,65,15,70
6-31-07-02,工业视觉系统运维员S,3126,Industrial and production engineering technicians,10,9,0.43,0.57,0.57,65,30,40
6-31-07-03,工业机器人系统操作员S,VERIFIED,Matched in ISCO-08 reference,10,9,0.62,0.67,0.47,65,25,40
7-01-00-00,军官（警官）,VERIFIED,Matched in ISCO-08 reference,10,9,0.39,0.64,0.66,85,40,75
7-02-00-00,军士（警士）,VERIFIED,Matched in ISCO-08 reference,10,9,0.39,0.61,0.61,75,80,65
7-03-00-00,义务兵,VERIFIED,Matched in ISCO-08 reference,10,9,0.35,0.64,0.65,65,90,70
7-04-00-00,文职人员,4140,General Office Clerks,10,9,0.42,0.72,0.62,65,15,70
